Name,Cardtype,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Featherfrost Harpy,Unit,Elemental,1,Human Spirit,,,4,"E, ?, ?, ?",Common,"featherfrost harpy, avian features, bird human hybrid, human face, mongolian dress, action shot, frozen thundra, fantasy artwork",https://alpha.midjourney.com/jobs/1b8a54a1-1648-471a-8773-d33323edfc6c?index=1,https://alpha.midjourney.com/jobs/3254d5f3-70c2-4778-9d74-447ca7154551?index=0,https://alpha.midjourney.com/jobs/739a58d2-3c6f-4364-ab8f-ebafeec197d5?index=0,https://alpha.midjourney.com/jobs/739a58d2-3c6f-4364-ab8f-ebafeec197d5?index=3,https://alpha.midjourney.com/jobs/f91ee4b3-b0aa-4bb2-9123-cfc51a3d7303?index=3,https://alpha.midjourney.com/jobs/f91ee4b3-b0aa-4bb2-9123-cfc51a3d7303?index=1,https://alpha.midjourney.com/jobs/a170f085-c1ab-4b23-aea1-faf04144ff38?index=2,https://alpha.midjourney.com/jobs/16150944-ed00-466a-95ad-d8a577ce77a6?index=1,https://alpha.midjourney.com/jobs/2713d2d8-5a8c-4b9f-af7c-dd8ed118c60f?index=2,https://alpha.midjourney.com/jobs/adc32e83-6c11-4fea-aa3c-a9e40440b22b?index=2
Raging Minotaur,Unit,Elemental Void,2,Animal Demon,"Whenever an enemy Unit is deployed adjacently, gain +2 Power. Deploy: Gain Taunt.","Trapped between man and monster, his every step is a thunder of rage against a fate he never chose.",4,"E, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Raijin,Unit,Elemental,1,Dragon Spirit,Deploy: Copy the 'Unleash' ability of each Unit.,"Where black clouds gather, his presence is near, the air crackling with the energy of his blue lightning.",7,"E, E, E, ?, ?, ?",Rare,"chinese dragon, ephemeral, made out of steam, cloud being, shapeless, gaseous, lightning, thunderstorm, white pelt, rushing, snakelike",https://alpha.midjourney.com/jobs/1c379fb0-c7fe-4bce-a2e2-c1046dca0a59?index=3,https://alpha.midjourney.com/jobs/1c379fb0-c7fe-4bce-a2e2-c1046dca0a59?index=1,https://alpha.midjourney.com/jobs/1c379fb0-c7fe-4bce-a2e2-c1046dca0a59?index=0,https://alpha.midjourney.com/jobs/032d003e-cfc5-416a-b659-1bdded298c0e?index=1,https://alpha.midjourney.com/jobs/de56f839-6491-46cf-880d-6d928a2517da?index=0,https://alpha.midjourney.com/jobs/83e9cfe5-7b3e-4733-9009-d3e420db215a?index=1,https://alpha.midjourney.com/jobs/5764c6a2-ac2a-45d1-bd44-3056e5b71fde?index=3,https://alpha.midjourney.com/jobs/dabe2c88-7609-4d23-9be4-b6d03f5043ec?index=2,https://alpha.midjourney.com/jobs/22f743bd-9c45-49eb-bcae-584391aba2aa?index=1,https://alpha.midjourney.com/jobs/16ee0dc4-08e6-49e0-be6c-5041c7b5d4f9?index=1
Venomshade Lamia,Unit,Elemental Void,2,Animal Warrior,Conquer: Draw Cards until you have as many Cards in Hand as your Opponent.,"In the shadow of her coils, lies a toxic allure, as deadly as it is beguiling.",5,"E, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Volcano Embodiment,Unit,Elemental,1,Spirit,,"Born from molten fury, it stands as both creator and destroyer of lands.",5,"E, E, ?, ?",Common,"volcano embodiment, volcano elemental, made of lava and obsidian, dynamic, action shot",https://alpha.midjourney.com/jobs/b3f1d5b4-d271-4bb7-9615-dec247ec2937?index=0,https://alpha.midjourney.com/jobs/13f74e45-15bf-4673-a15e-3672c00526da?index=2,https://alpha.midjourney.com/jobs/710d0cf8-ce38-4aa4-b3f2-876f350c95e5?index=1,https://alpha.midjourney.com/jobs/670cd204-5704-4f12-9125-5eb354177f5f?index=2,https://alpha.midjourney.com/jobs/7ab22aed-daaa-486c-bcb0-51549f984fe3?index=0,https://alpha.midjourney.com/jobs/22bb3e8d-5c52-4c44-8587-02c99977f143?index=0,https://alpha.midjourney.com/jobs/eca24b96-706c-4dc3-98e0-b7e7167890f1?index=1,https://alpha.midjourney.com/jobs/c01595f3-8df5-40fb-ad79-c4ab3f4993bf?index=3,https://alpha.midjourney.com/jobs/c57f1fec-7402-4dfa-a0da-3df1bc5a18a7?index=2,https://alpha.midjourney.com/jobs/89af2c6d-773c-4b37-a02a-c29797ab5507?index=2
Shardhorde Leviathan,Unit,Elemental,1,Dragon,,"Rising from oceanic depths, its crystalline form is a monolith of untamed power, a behemoth that knows no bounds.",9,"E, E, E, ?, ?, ?, ?",Common,"shardhorde leviathan, lavender colored, giant gemstone crusted dragon, bellowing, towering mountains, wingless, serpentine, piercing through clouds, foggy",https://alpha.midjourney.com/jobs/f04b4fbf-83ad-4f50-9c3a-68843e69ef11?index=2,https://alpha.midjourney.com/jobs/23732ab2-74d0-4739-baaf-5e6c23e8873a?index=0,https://alpha.midjourney.com/jobs/cb44e85d-870b-4bc6-8948-450c772daf5c?index=0,https://alpha.midjourney.com/jobs/258f8be4-8fc8-47e9-9423-4d7e9f7e209b?index=0,https://alpha.midjourney.com/jobs/97987280-b216-408a-9bcb-dd348cfcb803?index=1,https://alpha.midjourney.com/jobs/736a8fe4-c031-4266-a180-8d5fa8d7a20c?index=3,https://alpha.midjourney.com/jobs/f4364281-c341-4325-823b-cc159f62e3fa?index=3,https://alpha.midjourney.com/jobs/f4364281-c341-4325-823b-cc159f62e3fa?index=1,https://alpha.midjourney.com/jobs/3ffc8199-7676-44a0-b357-0e6a826b2531?index=1,https://alpha.midjourney.com/jobs/c0768680-bd4c-4545-846f-002afd6a854b?index=0
Tectonic Shifter,Unit,Elemental,1,Demon Dinosaur,Deploy: Each Player may return any of their Crystals to their Hand.,"A single roar, and the world trembles.",3,"E, E, ?, ?, ?",Rare,"tectonic shifter, groudon",https://alpha.midjourney.com/jobs/04e07353-17ab-4846-84bc-818bc402f09d?index=1,https://alpha.midjourney.com/jobs/e8e96f76-94bd-41ae-b1bd-4ca96aebdd1e?index=3,https://alpha.midjourney.com/jobs/ee08debf-6dfa-4c1a-b68d-af2815e27ecd?index=0,https://alpha.midjourney.com/jobs/a5b23374-c9e0-4cc3-ac9e-7cc693ab07b6?index=1,https://alpha.midjourney.com/jobs/da48772a-b4d4-44f8-8d55-428c4b7750df?index=1,,,,,
Bastion Architect,Unit,Mortal,2,Human,"Deploy: A friendly Construct Unit in this Lane gains Ward, Taunt, and +2 Power.","From his mind, mighty bastions rise and formidable siege engines emerge, playing both sides of war's relentless dance.",2,"M, ?, ?",Uncommon,,,,,,,,,,,
Sovereign Spellwyrm,Unit,Elemental,1,Dragon,Deploy: Gain Taunt. Ally Wizard: Glimpse 2. Ally Dragon: Draw a Card.,"At the foot of the Dragonspire, the fabric of magic trembles, reshaped at its will.",4,"E, E, ?",Rare,"moray eel dragon hybrid, translucent body, no eyes, purple flames, made of purple fire, wasteland, magical, fantasy artwork",https://alpha.midjourney.com/jobs/4f1b5033-05f9-4562-ad56-d2b641ef5f1f?index=3,https://alpha.midjourney.com/jobs/d5963950-ad56-4cfb-8146-c8e9dbf4cf69?index=3,https://alpha.midjourney.com/jobs/beb9e0a6-b2bf-406a-acb9-c9f670ba00a8?index=0,https://alpha.midjourney.com/jobs/9b4c1075-32e7-4d23-a0ed-09a036f0b737?index=3,https://alpha.midjourney.com/jobs/01aeb422-4b10-4f42-9cdc-16002a77d82f?index=3,https://alpha.midjourney.com/jobs/4d30a02e-716e-4b60-a09c-89f780874304?index=3,,,,
Crownfire Empress,Unit,Elemental,1,Dragon,Deploy: You may bury a friendly Dragon Unit to bury an enemy Unit.,"Once, the Drakebane cohorts cut down her children. Now, only soot and ashes remain.",4,"E, E, E, ?, ?",Rare,"female, breathing fire, golden scales, regal, royal, crownfire empress, dragon , wasteland, fantasy artwork",https://alpha.midjourney.com/jobs/cdb66904-4d64-426d-9b57-b52c40bac280?index=3,https://alpha.midjourney.com/jobs/5b8d513e-1e55-4e3d-83e3-5bb91d908d86?index=0,https://alpha.midjourney.com/jobs/7f321faf-3805-447d-865c-1174f939f1fb?index=2,https://alpha.midjourney.com/jobs/05c6f5a4-d62f-42b1-9238-de993928da7c?index=0,https://alpha.midjourney.com/jobs/f8a1ed76-7240-4cde-a3b9-27fa3ef0e3c1?index=2,https://alpha.midjourney.com/jobs/17400965-7d5e-43d1-89d1-50bc40d768d4?index=3,https://alpha.midjourney.com/jobs/e05954af-33c9-4da9-8e4a-db59dcbfe183?index=1,,,
Blue Crusader,Unit,Mortal,2,Warrior,"Whenever an enemy non-Mortal Unit is deployed adjacently, gain +1 Power.",Crusader,2,"M, ?",Common,,,,,,,,,,,
Venom-Dew,Unit,Elemental,1,Insect Spirit,Conquer: You may deploy a friendly Insect Crystal.,,3,"E, ?, ?",Rare,"the venom dew, a spirit insect with wings full of dewdrops which lives in the wasteland and is toxic, fantasy artwork",https://alpha.midjourney.com/jobs/ae5403d8-a727-4efc-95dc-e3c984fb160c?index=3,https://alpha.midjourney.com/jobs/ae5403d8-a727-4efc-95dc-e3c984fb160c?index=0,https://alpha.midjourney.com/jobs/05e2906a-9860-4f5b-a13d-6f5d84bd149f?index=2,https://alpha.midjourney.com/jobs/c35359e9-f505-4086-9f77-c29fa1d8a9e1?index=1,https://alpha.midjourney.com/jobs/cbd3dd24-e89a-4b6b-9fb7-f15fbc5a3f00?index=3,https://alpha.midjourney.com/jobs/0cb75510-f358-4ad9-9e35-132f03cd7b17?index=2,,,,
Golemsaurus,Unit,Elemental,1,Dinosaur Construct,,,1,E,Common,"dinosaur made out of clay rocks and pebbles, cute, derpy, helpless, rough, golem, dusty, wasteland, fantasy artwork",https://alpha.midjourney.com/jobs/4a9e3c36-a665-4b81-a07f-375b1413395e?index=0,https://alpha.midjourney.com/jobs/dacfd129-71b1-45b1-93b4-a93fd9c33cc6?index=3,https://alpha.midjourney.com/jobs/52054a28-e5d2-4108-97d7-7f8c717e13f9?index=0,https://alpha.midjourney.com/jobs/80b1b60f-a56a-4316-b236-3c64efd9e7e2?index=2,https://alpha.midjourney.com/jobs/378f2078-1824-455e-895f-fe0feb0387e6?index=1,https://alpha.midjourney.com/jobs/5dd74aad-64d1-4f3c-85dc-1047094fdebc?index=1,https://alpha.midjourney.com/jobs/067e0e0c-01bf-4cd5-b362-2ff08a3ca946?index=0,,,
Slumbering Cavedrake,Unit,Elemental,1,Dragon,"Ambush: This Turn, an enemy Unit was deployed adjacently. Unearth: Gain Fear and +3 Power.","If a lion sleeps, you kill it. If a dragon sleeps, you run.",1,"E, E",Common,drake sleeping in a cave,https://alpha.midjourney.com/jobs/7ce57454-8e8b-49fb-a4c3-0211ff1fde73?index=0,https://alpha.midjourney.com/jobs/a737b620-375e-4bea-841a-f15d67a967ae?index=3,https://alpha.midjourney.com/jobs/a737b620-375e-4bea-841a-f15d67a967ae?index=0,https://alpha.midjourney.com/jobs/acf0f6ca-a4e8-42f7-998a-6dbb4b4e97db?index=2,,,,,,
Eagle of the Legion,Unit,Mortal,2,Animal Human,Start of your Turn: A friendly Human Unit gains Fear or Taunt.,"""See her soar above the battle? That's not just any bird – that's ours, that is. And as long as she's flying, we're winning.""",4,"M, M, ?, ?, ?",Rare,,,,,,,,,,,
Dragon Rider,Unit,Elemental Mortal,1,Human Dragon,Deploy: Copy the Ability of an adjacent Dragon Unit or Human Unit.,"Together, they redefine the possible, her spirit and his fire entwined in flight.",2,"E, M, ?, ?",Uncommon,"female dragon rider, red sash, asian medieval pirate, sitting on a saddle, huge chinese dragon crane",https://alpha.midjourney.com/jobs/f29821d3-a78b-46a9-ab7b-9b476d6ecfd7?index=1,https://alpha.midjourney.com/jobs/7f15e033-4d9d-48a2-9a39-7197c3b9bf07?index=3,https://alpha.midjourney.com/jobs/a6b8108d-1bb5-42d2-a7a0-28095eb3d2c2?index=2,https://alpha.midjourney.com/jobs/60403217-9653-4c7f-8bd1-52389abddd0b?index=2,https://alpha.midjourney.com/jobs/35a72dcd-bf6d-4211-a3ec-b4a56e9266de?index=3,https://alpha.midjourney.com/jobs/64811c7a-9306-4518-8d43-b94ca602125b?index=2,https://alpha.midjourney.com/jobs/4f36ce57-0d46-485b-824d-f5324b716d84?index=1,https://alpha.midjourney.com/jobs/b7fa891c-92aa-4309-9f37-1140cd8df7b3?index=2,https://alpha.midjourney.com/jobs/64a2413c-9261-4124-ba7d-e64c2319aae0?index=0,https://alpha.midjourney.com/jobs/95d4bd24-c3f9-417f-be00-e2b02341a172?index=0
Starfall Shaman,Unit,Elemental Mortal,1,Human Wizard,Ritual: Glimpse 2 and draw 2 Cards. ,"Guided by ancient constellations, he beckons knowledge from the heavens, a nod to the legendary magic of old.",5,"E, E, M, ?, ?",Rare,"starfall shaman, aztec, mesoamerican, summoning a meteor, on an aztec pyramid, purple, colorful feather headdress",https://alpha.midjourney.com/jobs/0d462342-adfb-4bc1-8852-2f568fbc9684?index=2,https://alpha.midjourney.com/jobs/eb6b6ed8-09d8-4cb7-8e72-89daeeb5ad45?index=1,https://alpha.midjourney.com/jobs/0bfb1ddb-5317-44ca-ac28-18bec4484bb2?index=2,https://alpha.midjourney.com/jobs/fc65d230-0b7a-4bbd-9653-6fa105e5bcec?index=3,https://alpha.midjourney.com/jobs/48703433-d069-4669-a233-4fb736b88afa?index=2,https://alpha.midjourney.com/jobs/48703433-d069-4669-a233-4fb736b88afa?index=0,https://alpha.midjourney.com/jobs/3500932c-0e0c-496e-8393-7f54603731c9?index=3,https://alpha.midjourney.com/jobs/888400b6-fc24-4382-9b4f-cb536d1c6259?index=2,,
Gem Merchant,Unit,Mortal,2,Human,Ambush: A Unit was deployed in this Lane this Turn. Unearth: Another friendly Unit in this Lane gains +2 Power.,Remote,2,"M, M, ?, ?",Uncommon,,,,,,,,,,,
Gladehost Shotmaster,Unit,Mortal,2,Human Hunter,Crystallize: Unleash <N><N>: Bury an enemy Unit adjacent to a friendly Hunter.,"In her hands, the bow is not just a weapon, but an extension of the forest's will, precise and deadly.",4,"M, M, ?, ?",Uncommon,,,,,,,,,,,
Cinderguard Flamebearer,Unit,Elemental Mortal,1,Bannerbearer Warrior,,"Armed with a blade of searing flame, his every strike ignites the battleground, a beacon of fiery determination.",2,"E, M",Common,"cinderguard emberblade, red hood roman, banner-bearer, bannerbearer, banner bearer, carrying a banner",https://alpha.midjourney.com/jobs/ad69563e-8c74-41b0-8e13-8b39afa3b3cf?index=3,https://alpha.midjourney.com/jobs/ce3cd5be-146d-4747-a725-96d02fce6988?index=3,https://alpha.midjourney.com/jobs/e1308eb5-a0fa-420c-983e-4f03c2e8e1b1?index=3,https://alpha.midjourney.com/jobs/0c8ecc9c-0eba-4e1f-88ef-eb8a6b5bb902?index=0,https://alpha.midjourney.com/jobs/915e002d-0994-4e3b-9b5b-10849e3c35ad?index=2,https://alpha.midjourney.com/jobs/eea88919-f1b3-40c0-9f43-d0e3f3705e14?index=2,https://alpha.midjourney.com/jobs/727e14da-bc4a-4671-9e13-4f06e7007152?index=0,https://alpha.midjourney.com/jobs/24410310-250b-4dfc-957c-f04fe0d1851b?index=0,https://alpha.midjourney.com/jobs/49af1a65-37b2-43e7-abfb-fec1ef5ae6d3?index=2,https://alpha.midjourney.com/jobs/c49fa673-bcd1-49dc-a65d-b262aa8d349c?index=3
Tidecrasher,Unit,Elemental Nature,1,Dragon Spirit,"Deploy: Gain Fear. If there are three or more adjacent empty Slots, gain +5 Power.","He glides beneath the waves, a leviathan of legend, the subject of sailors' prayers and tales.",5,"E, E, N, ?, ?",Uncommon,"tidecrasher, sea serpent made of water, sea-slug, seafoam green, boiling sea, serpent made out of water",https://alpha.midjourney.com/jobs/b85e9529-2c1c-43be-8887-f8653d2daa3e?index=1,https://alpha.midjourney.com/jobs/cbc1003a-54e1-4023-a949-d6248d86958a?index=1,https://alpha.midjourney.com/jobs/14907b72-ac7b-441a-89c1-206aa74ae3cc?index=3,https://alpha.midjourney.com/jobs/da05031f-b161-4dbf-82ed-34f56ec60f8b?index=3,https://alpha.midjourney.com/jobs/da05031f-b161-4dbf-82ed-34f56ec60f8b?index=0,https://alpha.midjourney.com/jobs/36f45aba-7dd3-4234-a291-4a6bd6317f10?index=2,https://alpha.midjourney.com/jobs/36f45aba-7dd3-4234-a291-4a6bd6317f10?index=0,https://alpha.midjourney.com/jobs/cb5ae9cc-bb0c-4b23-93f2-9aba3eead611?index=0,https://alpha.midjourney.com/jobs/5346acfb-9c48-4258-a97e-45266d64b6d2?index=3,https://alpha.midjourney.com/jobs/89be5e2a-6702-40e7-bb2c-87dce748f051?index=0
Imperial Tyrant,Unit,Mortal,2,Human,"Crystallize, Deploy and Conquer: Draw a Card if you are leading in Lanes.",Lead,3,"M, ?",Rare,,,,,,,,,,,
Eons-old Dragon,Unit,Elemental Nature,1,Dragon Plant,Deploy: All other Elemental Unit and Nature Units in this Lane gain +3 Power.,"In its slumber, time weaved the wilderness around it, a dragon as ancient as the forest it now embodies.",6,"E, E, N, N, ?, ?",Rare,"dragon dryad, forest dragon, pale red and pale green, blind pale scales, massively scarred, eons old, wise, gentle, venerable, ancient, resting on a mountain",https://alpha.midjourney.com/jobs/ade40824-39ca-4001-a6f9-b17abaa7f8c9?index=2,https://alpha.midjourney.com/jobs/237069bf-4281-4ab7-875e-331a4121cc5c?index=2,https://alpha.midjourney.com/jobs/b817370e-a391-4a6b-9688-f381c88b69b0?index=2,https://alpha.midjourney.com/jobs/1147f4d1-0ebc-4af6-a726-d02c68d60b73?index=0,https://alpha.midjourney.com/jobs/1147f4d1-0ebc-4af6-a726-d02c68d60b73?index=2,https://alpha.midjourney.com/jobs/aad8229e-1d42-48dd-8179-36ff489b78e3?index=2,https://alpha.midjourney.com/jobs/01a4f043-f235-41b9-8d46-7b35d6f18030?index=2,https://alpha.midjourney.com/jobs/c0cf7df8-c1a5-454a-bfd0-19b8243d58cc?index=1,https://alpha.midjourney.com/jobs/16ae4b70-d224-42db-b6b6-ecf2124ed295?index=0,https://alpha.midjourney.com/jobs/4623ba22-8900-4ec0-baf7-811a3eacf3be?index=1
Shardhorde Crystalfang,Unit,Elemental Nature,1,Bannerbearer Hunter,,"Emerging from the heart of the earth, its malachite form gleams, a predator sculpted from nature's deepest treasures.",2,"E, N",Common,"green crystal sabretooth-tiger, made of crystals, prowling through jungle, magical, banner bearer, banner strapped to its back",https://alpha.midjourney.com/jobs/16b422f4-9fd2-4bb1-9674-585e0409a383?index=3,https://alpha.midjourney.com/jobs/ce917096-e668-418b-8741-693ddbec1b5e?index=3,https://alpha.midjourney.com/jobs/dce6223e-4d4d-4a94-b8ed-94d249a1b876?index=2,https://alpha.midjourney.com/jobs/993d4901-e479-4c23-8e37-374cc886632f?index=0,https://alpha.midjourney.com/jobs/44b8a171-093e-48a9-b7dd-0eb68cf31160?index=0,https://alpha.midjourney.com/jobs/c6262938-a0bb-4c14-a59f-2cd741aebb5d?index=2,https://alpha.midjourney.com/jobs/2d36ed03-9eb8-4873-a6b6-490fa41bd145?index=2,https://alpha.midjourney.com/jobs/64fe4f62-cd24-4b28-8008-3a9184077878?index=1,,
Legion of the Moonspear,Unit,Mortal,2,Spirit Warrior,"Deploy: If you are leading in Units, deploy a friendly Warrior Crystal.","Each step echoes their oath, each breath a testament to their unyielding resolve in the face of darkness.",3,"M, ?, ?",Uncommon,,,,,,,,,,,
Makeshift Militia,Unit,Mortal,2,Human Warrior,"Whenever a friendly Common Unit is deployed adjacently, give it +1 Power.","From farmers to fools, all stand together when peril knocks.",2,M,Common,,,,,,,,,,,
Master Strategist,Unit,Mortal,2,Human Hunter,Conquer: Obscure for each friendly Unit in the conquered Lane.,Obscure,4,"M, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Moonspear Wraithknight,Unit,Mortal,2,Spirit Warrior,"Crystallize: This Turn, if you conquered a Lane, you may deploy this.","No longer a man, but a phantom of duty, he haunts the battlefield, eternally loyal to his chapter's cause.",4,"M, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Mountblade Squire,Unit,Mortal,2,Human,Conquer: Gain +3 Power.,???,1,M,Common,,,,,,,,,,,
Pyroclastic Zombie,Unit,Elemental Void,1,Undead,"Ambush: This Turn, your Opponent conquered this Lane.","Born from flames and madness, he lumbers through the shadows, an urban legend made flesh and fire.",5,"E, V, ?, ?, ?",Uncommon,"pyroclastic zombie, made out of magma, glowing from within",https://alpha.midjourney.com/jobs/66f83bd6-353d-4924-b469-c22fdaf65162?index=2,https://alpha.midjourney.com/jobs/21d93227-da2e-4a58-8af8-8d84f202d465?index=1,https://alpha.midjourney.com/jobs/de56e6d6-8aad-4bd2-87f9-f0c5f1ec9d8d?index=0,https://alpha.midjourney.com/jobs/57f88d60-31a2-4dbc-a2ac-7dd5f12faad2?index=1,https://alpha.midjourney.com/jobs/2148c090-768e-48c9-837a-fed7af76f1c3?index=1,https://alpha.midjourney.com/jobs/59597b80-8b3f-4d4b-806c-dcf5365bda0f?index=2,,,,
Old Fisherman,Unit,Mortal,2,Human Hunter,"Deploy: Gain Taunt. Whenever an Rare Unit is deployed adjacently, gain +3 Power.","Ayo, son! Look at that catch!",3,"M, ?, ?, ?, ?",Common,,,,,,,,,,,
Wasteland Overlord,Unit,Elemental Void,1,Demon Dragon,"Deploy: Gain Fear. Whenever you deploy a Unit adjacently, that Unit gains Fear.","A dragon reborn as a demon of wrath, his rampage carves a path of desolation, unstoppable and unguided.",5,"E, V, ?, ?",Rare,"bone winged drake, flying, wasteland dragon",https://alpha.midjourney.com/jobs/721910bd-16ac-4a72-aa68-a72421d90c86?index=1,https://alpha.midjourney.com/jobs/e4ab81e9-3fd7-4319-9c94-67577b4742fc?index=1,https://alpha.midjourney.com/jobs/672168db-d4c7-464a-9a08-3f0b7300f117?index=0,,,,,,,
Pinwheel Illusionist,Unit,Mortal,2,Human Wizard,Deploy: You may copy the 'Deploy' ability of a friendly Mortal Unit in this Lane.,"With each gesture, he captures the essence of another, a spectral echo of their abilities becoming his own.",3,"M, M, ?, ?",Uncommon,,,,,,,,,,,
Skulloath Marauder,Unit,Elemental Void,1,Bannerbearer Undead,,"Bound by dark pacts and whispered curses, he plunders, leaving only desolation in his wake.",2,"E, V",Common,"boneoath marauder, mongol, bronze skull mask, banner bearer, carrying a banner",https://alpha.midjourney.com/jobs/9837fc27-5358-46a5-b2d5-4b2eccd5199c?index=0,https://alpha.midjourney.com/jobs/1611e437-755b-410f-b205-ccef721ff7ae?index=1,https://alpha.midjourney.com/jobs/1611e437-755b-410f-b205-ccef721ff7ae?index=2,https://alpha.midjourney.com/jobs/d0513e19-1ac0-4d65-b7d1-c084eaa39eb1?index=1,https://alpha.midjourney.com/jobs/cb5a0d7d-cfdf-4743-8f88-5b4c20641ec8?index=0,https://alpha.midjourney.com/jobs/0e38f1ce-471e-455b-890a-7a46d67a8c3c?index=3,https://alpha.midjourney.com/jobs/651c5e10-daa8-4734-8d9e-45e6e71afe5e?index=3,https://alpha.midjourney.com/jobs/b305aa77-1f10-402e-b176-99e909abfb9d?index=3,https://alpha.midjourney.com/jobs/3f1e36e7-8385-4701-8ad1-a8a145d654d4?index=2,https://alpha.midjourney.com/jobs/05ead972-45fd-4d93-b3b6-736da52e9d68?index=1
