Name,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Bloodthrone Ambassador,Void,1,Undead,Ritual: You may play an additional Unit this Turn.,Ritual,2,"V, ?",Common,,,,,,,,,,,
Bloodthrone Sovereign,Void,1,Hunter Undead,Ritual: Gain +4 Power. Ritual: Gain +4 Power.,"Her throne, a monument to eternal night; her will, an unyielding dominion over darkness.",2,"V, ?, ?, ?",Uncommon,,,,,,,,,,,
Emissary of Darkness,Void,1,Human Wizard,Deploy: Draw the top Demon of your Deck. Shuffle your Deck.,"Beneath a starless sky, the Emissary's incantations echo, as demons heed his silent call.",3,"V, ?, ?, ?",Uncommon,,,,,,,,,,,
Forsaken Chronicler,Void,1,Undead,"When this gets buried, draw a Card.","His quill dips in secrets as dark as blood, chronicling the silent reign of the Forsaken over the city's heart.",3,"V, ?, ?",Common,,,,,,,,,,,
Forsaken Serenader,Void,1,Undead,Deploy: Glimpse twice for each adjacent Void Unit.,"In the dim light, his fingers dance across ivory, each note a whisper of timeless longing.",3,"V, ?, ?",Common,,,,,,,,,,,
Foul Corruptor,Void,1,Demon,Ritual: All friendly Void Units gain +1 Power.,"In her gaze lies the downfall of purity; in her touch, the rot of empires.",2,"V, ?",Common,,,,,,,,,,,
Ghoulflesh Devourer,Void,1,Dinosaur Undead,"Whenever an enemy Unit with less Power is deployed adjacently, gain +1 Power.","Feasting on the meek, it grows ever stronger, a monstrous amalgam of death and dragon might.",4,"V, ?, ?, ?",Common,,,,,,,,,,,
Grinning Amphora,Void,1,Construct Demon,Deploy: Draw two Cards.,"Its grin speaks of boundless greed, yet none truly know its purpose.",0,"V, ?, ?",Common,,,,,,,,,,,
Intrusive Advisor,Void,1,Demon Human,"Deploy: Draw two Cards, then put two Cards from your Hand to the bottom of the Deck. ","A demon's counsel is a double-edged sword; one edge cuts through lies, the other through the listener.",4,"V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Guardian of Heaven,Divine,3,"Angel, Warrior","Deploy: If you are trailing by 2 or more Units, gain +3 Power, Ward and Fear.",,4,"D, D, ?, ?",Uncommon,,,,,,,,,,,
Bringer of Pestilence,Void,3,"Insect, Undead",Start of your Turn: You may bury a friendly Unit to give this +2 Power and Taunt.,,3,"V, V, V, ?",Rare,,,,,,,,,,,
Crazed Acolyte,Mortal,3,Human,Deploy: Corrupt.,,1,"M, ?",Common,,,,,,,,,,,
Haze Hermit,Elemental,3,Wizard,Channel: Glimpse 5.,,3,"E, ?",Common,,,,,,,,,,,
Ancient Lamp,Elemental Void,3,"Construct, Demon, Spirit",Deploy: Corrupt yourself.,,6,"E, D, ?",Uncommon,,,,,,,,,,,
Oblivion,Divine Void,3,"Crystalblight, Spirit",Deploy: Corrupt for each friendly buried Crystal and each friendly Crystalblight.,,5,"D, V, ?, ?, ?, ?, ?",Rare,,,,,,,,,,,
Sovereign of the Rejuvenating Springs,Nature,3,"Animal, Plant",Deploy and Crystallize: Exhausted: Draw a Card.,,5,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Pegasus,Divine,3,Animal,Deploy: Gain Winged 2.,,2,"D, ?",Common,,,,,,,,,,,
Blinking Onyxion,Elemental,3,"Dragon, Wizard",Channel: Give a Unit +2 Power.,,3,"E, ?, ?",Common,,,,,,,,,,,
Dragon Queen Thalis,Elemental Mortal,3,"Human, Warrior",Ally of Dragon: All friendly Dragons gain Winged 1 and +1 Power.,,3,"E, M, M",Uncommon,,,,,,,,,,,
Fuming Fukuisaur,Void,3,"Demon, Dinosaur",Deploy: Corrupt. Corrupt.,,,,,,,,,,,,,,,
Spreading Spore,Nature,3,Plant,Deploy: Exhausted: Three friendly Units gain +1 Power.,,3,"N, ?, ?",Common,,,,,,,,,,,
Nightmare Creeper,Void,3,"Demon, Insect",Deploy: Gain Fear. Channel: Corrupt and obscure 2.,,4,"V, ?, ?, ?",Uncommon,,,,,,,,,,,
Chapel Watcher,Mortal Divine,3,Angel,Crystallize: A friendly Unit gains Winged 1.,,3,"M, D, ?",Common,,,,,,,,,,,
Luring Flametooth,Elemental,3,"Dragon, Hunter",Deploy: Gain Taunt and Winged 1.,,5,"E, E, ?, ?, ?",Common,,,,,,,,,,,
Shardsplosion,Divine,3,Construct,Ambush: When a Unit was played adjacently this Turn and adjacent Units have a total of 15 or more Power. Unearth: Bury all adjacent Units.,,0,"D, D, ?, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Dragoncaller,Elemental,3,"Human, Wizard","When your Opponent conquers this Lane, you may deploy a friendly Dragon Crystal adjacently.",,2,"E, ?",Uncommon,,,,,,,,,,,
Stalagmite Twin,Nature,3,Construct,Crystallize: Gain Crystalborn. Deploy: Gain Ward. Conquer: Deploy the top Construct of your Deck adjacently.,,3,"N, N, ?, ?, ?",Rare,,,,,,,,,,,
Bloodthrone Sovereign,Void,3,"Undead, Hunter",Ritual: Gain +4 Power. Ritual: Gain +4 Power.,,2,"V, ?, ?, ?",Rare,,,,,,,,,,,
Desert Mirage,Divine,3,Spirit,Ambush: A Unit was deployed this Turn and there are empty adjacent Slots. Unearth: You may swap this with another friendly Unit.,Unearth ,3,"D, D, ?, ?",Common,,,,,,,,,,,
Heavenbound Heka-Mage,Divine,3,"Angel, Wizard",Deploy: Gain Winged 1.,,5,"D, D, ?, ?, ?, ?",Common,,,,,,,,,,,
Twilight Sorceress,Divine Void,3,Demon Wizard,"Deploy: Gain Ward. Whenever a friendly Unit with a ""Choose one"" ability is deployed, you can use both abilities.",,Uncommon,,#REF!,,,,,,,,,,,
Twinfang Huntcaller,Elemental,3,Dragon,"Crystallize: Whenever a Unit unleashes this Turn, copy its 'Unleash' ability.",Ramp Copy ,Uncommon,,#REF!,,,,,,,,,,,
Vanguard Diviner,Divine Mortal,3,Angel Spirit,Deploy: Ward. Ally of Mortal: Glimpse equal to an adjacent friendly Unit's Power.,Mortal ,Uncommon,,#REF!,,,,,,,,,,,
,,3,,"When this is a Crystal and gets buried, ",,,,,,,,,,,,,,,
,,3,Plant Spirit,,,,,,,,,,,,,,,,
,,3,,"Deploy: If you control two Angels and two Demons,",,,,,,,,,,,,,,,
Behemoth Guider,Nature,3,Human,Deploy: Gain Power equal to a friendly Crystal with the lowest Power.,,1,"N, N, ?",Common,,,,,,,,,,,
,,3,,All Units cost <?> more.,,,,,,,,,,,,,,,
The Yesterknight,Mortal,3,Crusader,All friendly Crusaders,,,,,,,,,,,,,,,
Young Alchemist,Mortal,3,Human Wizard,,,Common,,,,,,,,,,,,,
Mirrorkin,,3,,Ambush: An enemy Unit is deployed adjacently. Unearth: Gain Power equal to an adjacent enemy Unit's Power.,,,,,,,,,,,,,,,
,,3,,Irgendirgendwas Ägypten Einbalsamierung (Take control of Unit???),,,,,,,,,,,,,,,
,,3,,Bannerbearer Tribal,,,,,,,,,,,,,,,
,,3,,Ally of Nature: ... Ally of Divine: ... Ally of Elemental: ....,,,,,,,,,,,,,,,
Ticking Tick,,3,"Construct, Insect",Start of Turn: You may bury this to return an adjacent Unit to its owner's hand.,,,,,,,,,,,,,,,
,,3,,"Whenever a non-Dragon Unit gains Power, gain +1 Power.",,,,,,,,,,,,,,,
Blue Sucker,,3,Crystalblight,Deploy: Bury any number of friendly Mortal Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Green Sucker,,3,Crystalblight,Deploy: Bury any number of friendly Nature Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Yellow Sucker,,3,Crystalblight,Deploy: Bury any number of friendly Divine Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Purple Sucker,,3,Crystalblight,Deploy: Bury any number of friendly Void Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Red Sucker,,3,Crystalblight,Deploy: Bury any number of friendly Elemental Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Twilight Conduit,Divine Void,3,,Unleash <D><D><V><V>: Draw a Card.,,,"D, V, ?",Uncommon,,,,,,,,,,,
,,3,,When this gets buried: Christallize and unearth this.,,,,,,,,,,,,,,,
Shaman of the Scale,Elemental,3,,"When your Opponent conquers this Lane, you may deploy (a friendly Dragon Crystal | the top Dragon of your Deck) adjacently.",,,,,,,,,,,,,,,
Nethersilk Moth,Void,1,Demon Insect,"Whenever a friendly Void Unit is deployed adjacently, gain +2 Power.","Drawn to the void's cold embrace, each nearby shadow fuels its ghostly wings.",1,"V, ?",Common,,,,,,,,,,,
Nightmare Penguin,Void,1,Animal Demon,Deploy: Gain Fear.,"What was whispered as a tale to scare children skulks in the darkness, a terrifying truth behind the fable.",3,"V, ?, ?",Common,,,,,,,,,,,
Possessed Vermin Brood,Void,1,Animal Demon,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Gain Taunt.,"A swarm tainted by darkness, their numbers are as endless as their hunger.",4,"V, V, ?, ?",Common,,,,,,,,,,,
Shadowsting Scorpion,Void,1,Hunter Insect,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Return an adjacent Unit to its owner's Hand.,Death's whisper on eight silent legs.,4,"V, V, ?, ?",Common,,,,,,,,,,,
Shiverskull,Void,1,Undead Warrior,Deploy: All friendly Void Units gain Fear.,"His every step is a reminder of mortality's cruel jest; his blade, a sharp retort.",5,"V, V, ?, ?, ?",Uncommon,,https://alpha.midjourney.com/jobs/5531e7cf-23f3-4725-986f-2de126d022b2?index=2,,,,,,,,,
Skull Crow,Void,1,Animal Undead,Deploy: Your Opponent buries one of their Units.,"With eyes like ghostly lanterns, the guardian of the graveyards watches from above.",1,"V, ?, ?",Uncommon,,,,,,,,,,,
Symbiotic Crawler,Void,1,Demon Plant,Deploy: Another friendly Void Unit in this Lane gains +1 Power and Fear.,"In the shadow of its tendrils, life withers, feeding this sinister, parasitic growth.",2,"V, ?",Common,,,,,,,,,,,
Nightreaper,Void,1,Demon Spirit,Deploy: Gain Fear. Bury a friendly Unit and a friendly Crystal.,"Cloaked in midnight, he reaps souls with a blade that slices through fate and time, an eternal arbiter of the inevitable.",10,"V, V, ?, ?",Rare,,,,,,,,,,,
The Forsaken King,Void,1,Angel Demon,"Ritual of Angel: Gain +2 Power, Taunt and Ward. Ritual of Demon: Draw 3 Cards. ","In his fall, a kingdom was born, straddling the blurred lines between redemption and ruin.",6,"V, V, ?, ?, ?, ?",Rare,,,,,,,,,,,
Gorgon Serpentress,Void,1,Demon Hunter,"Deploy: Crystallize another friendly Unit, then bury an enemy Unit with equal or lower Crystal Cost.",,6,"V, V, ?, ?, ?, ?, ?",Rare,,,,,,,,,,,
Ill-Tempered Imp,Void,1,Demon Wizard,,Within its volatile gaze lies a mischief only the brave dare to decipher.,1,V,Common,,,,,,,,,,,
Nightbloom Owl,Void,1,Animal Plant,,,2,"V, ?",Common,,,,,,,,,,,
Shroom Behemoth,Void,1,Plant Undead,,"A colossal fusion of fungus and might, looming large from the forest's hidden depths.",5,"V, V, ?, ?",Common,,,,,,,,,,,
Hellblade,Void,1,Demon Warrior,,"Forged in the deepest fires, sheathed in eternal darkness.",6,"V, V, ?, ?, ?",Common,,,,,,,,,,,
Eclipse Dragon,Void,1,Dragon Undead,,Mikazuki no Yaiba Type Beat,4,"V, ?, ?, ?",Common,,,,,,,,,,,
Scythe Abomination,Void,1,Construct Spirit,,,3,"V, ?, ?",Common,,,,,,,,,,,
Rotten Stalker,Void,1,Demon Undead,Deploy: Gain Taunt.,,6,"V, ?, ?, ?, ?, ?",Common,,,,,,,,,,,
Wringing Wyvern,Void,1,Demon Dragon,Ritual of Void: Your Opponent bottoms a Card and you draw a Card.,,,"V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Clawing Centipede,Void,1,Demon Insect,Ambush: Your Opponent conquers any Lane. Unearth: All friendly adjacent Insect or Void Units gain +2 Power.,,3,"V, V, ?",Uncommon,,,,,,,,,,,
Voidsinger,Void,1,Undead Wizard,Deploy: Choose one: - Your opponent shuffles 2 Cards from their Hand into their Deck. - Draw two Cards.,"A serenade from the abyss, its melody fractures reality.",3,"V, V, V, ?, ?, ?",Rare,,,,,,,,,,,
Graverobbing Robot,Void,1,Construct Hunter,Ritual and Unearth: Draw the top Undead or Construct of your Deck.,,4,"V, ?, ?, ?",Rare,,,,,,,,,,,
Bandage Beetle,Void,1,Insect Wizard,Crystallize: You may return a friendly Undead Unit or buried Unit to your Hand to deploy this in that Unit's spot.,Death is an eternal business.,3,"V, ?",Rare,,,,,,,,,,,
Deadfield Tiller,Void,1,Dinosaur Undead,"Deploy: Unearth up to 2 Units. For each enemy Unit, you draw and for each friendly Unit unearthed this way, your opponent draws a Card.",,2,"V, V, V",Rare,,,,,,,,,,,
Frightweaver,Void,1,Demon Spirit,"Ritual Animal or Human: Return a friendly buried Unit to your Hand, draw a Card, gain Fear.",Neither man nor beast can dare to withstand the terror that is exudes this being.,3,"V, ?, ?",Rare,,,,,,,,,,,
Mini Golem,,1,Construct,,"Carved from the smallest rocks, yet its resolve stands as tall as the mountains.",3,"?, ?, ?, ?",Common,,,,,,,,,,,
Clocktower Drake,,1,Construct Dragon,,Ticking gears and whirring cogs give life to this marvel; a testament to mortal genius soaring high in the sky.,6,"?, ?, ?, ?, ?, ?, ?",Common,,,,,,,,,,,
Roaming Cherub,Divine,1,Angel Hunter,Deploy: Unleash<D><D><D>: Gain +3 Power.,,4,"D, ?, ?, ?, ?",Common,,,,,,,,,,,
Old Bessy,,1,Animal,Deploy: Unleash <E><D><M><N><V>: Double the Power of all adjacent friendly Units.,"Ancient eyes, a witness to empires' rise and fall.",3,"?, ?, ?, ?",Rare,,,,,,,,,,,
Realmshifter,,1,,This Card always has all Realms.,To shift between worlds is to master the dance of existence.,2,"?, ?",Rare,,,,,,,,,,,
Shapeshifter,,1,,This Card always has all Types.,"One moment a whisper, the next a roar. Who will he be today?",2,"?, ?",Rare,,,,,,,,,,,
Big Dino Boy,Nature,0,Dinosaur,"Whenever you crystallize a Card, gain +3 Power.",,6,"N, N, ?, ?, ?, ?",Rare,,,,,,,,,,,
Middle Dino Boy,Nature,0,Dinosaur,"Deploy: If there are no adjacent Units, gain Fear and +3 Power.",,4,"N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
